seller_sk	seller_id	seller_zip_code_prefix	seller_city	seller_state	first_sale_date	last_sale_date	total_orders	total_items_sold	total_sales_amount	avg_item_price	is_top_seller	dwh_create_date
1603	822166ed1e47908f7cfb49946d03c726	25803	tres rios	RJ	2017-05-25	2018-07-22	69	108	3714.83	34.40	0	2026-05-13 13:24:56.700
1604	822b63912576852aea9a8436d72317b7	13840	mogi guacu	SP	2016-10-04	2017-01-24	8	9	4905.69	545.08	0	2026-05-13 13:24:56.700
1605	822bad9bc42b51213ba522fe87b7ab5d	88330	balneario camboriu	SC	2017-08-10	2018-06-09	18	18	5160.00	286.67	0	2026-05-13 13:24:56.700
1606	827f8f69dfa529c561901c4f2e0f332f	81880	curitiba	PR	2016-10-07	2018-03-19	91	104	3408.39	32.77	0	2026-05-13 13:24:56.700
1607	82921991ff5b557b045605b8bbf08d49	1023	sao paulo	SP	2018-08-05	2018-08-05	1	1	18.90	18.90	0	2026-05-13 13:24:56.700
1608	82bd0703a4aefd6b599e5bfdaed378fb	17510	marilia	SP	2016-10-04	2017-08-18	21	24	2692.28	112.18	0	2026-05-13 13:24:56.700
1609	82cb9f452fe8334df74b22d37824b431	95013	caxias do sul	RS	2018-04-11	2018-08-01	14	18	838.20	46.57	0	2026-05-13 13:24:56.700
1610	82e0a475a88cc9595229d8029273f045	3417	sao paulo	SP	2017-02-22	2018-01-18	42	80	10930.02	136.63	0	2026-05-13 13:24:56.700
1611	830379336fad8c6f3b15a4a3ddb5c66e	2518	sao paulo	SP	2018-07-24	2018-07-24	2	4	268.00	67.00	0	2026-05-13 13:24:56.700
1612	83353a83fd769dfafa4f21a72b15e3e5	5786	sao paulo	SP	2017-04-01	2017-12-17	5	5	579.50	115.90	0	2026-05-13 13:24:56.700
1613	834f3294fba9f932f56edc879193f925	14808	araraquara	SP	2017-05-10	2018-08-15	66	66	39907.50	604.66	0	2026-05-13 13:24:56.700
1614	834f8533b2ecb6598dd004ff3de7203a	5181	sao paulo	SP	2017-01-17	2018-08-20	43	47	4538.29	96.56	0	2026-05-13 13:24:56.700
1615	835f0f7810c76831d6c7d24c7a646d4d	8030	sao paulo	SP	2017-02-11	2018-02-13	44	50	5130.00	102.60	0	2026-05-13 13:24:56.700
1616	83645b1645cdee8953ee54c29ceed564	85875	santa terezinha de itaipu	PR	2017-03-12	2018-08-04	14	14	978.90	69.92	0	2026-05-13 13:24:56.700
1617	8378eb36b6b70c5734e83ad7b8cdc3b7	88301	itajai	SC	2017-12-20	2018-07-02	7	13	1714.80	131.91	0	2026-05-13 13:24:56.700
1618	83a75eea11694e36e56dd0cb2240229a	13905	amparo	SP	2018-02-25	2018-04-18	3	3	487.00	162.33	0	2026-05-13 13:24:56.700
1619	83b08de96980757220871b31bf6cffca	21820	rio de janeiro	RJ	2017-10-13	2018-05-07	5	7	1304.17	186.31	0	2026-05-13 13:24:56.700
1620	83c465a786b06574376909b35ef6752a	13560	sao carlos	SP	2018-06-25	2018-08-16	3	3	281.40	93.80	0	2026-05-13 13:24:56.700
1621	83c8aafbefb034674a70de0eac5b8954	85601	francisco beltrao	PR	2018-03-28	2018-07-10	2	2	134.90	67.45	0	2026-05-13 13:24:56.700
1622	83d458c0d6d4f94295d63f091460bd60	29101	vila velha	SP	2017-03-06	2017-03-06	1	1	89.90	89.90	0	2026-05-13 13:24:56.700
1623	83d7070a0b9a8b4625fa8682b819fabb	6717	cotia	SP	2018-03-23	2018-04-02	2	2	694.77	347.38	0	2026-05-13 13:24:56.700
1624	83deb69e889cf80f82be1dc6d5f2d486	88056	florianopolis	SC	2017-07-17	2018-08-12	40	42	5363.01	127.69	0	2026-05-13 13:24:56.700
1625	83e197e95a1bbabc8c75e883ed016c47	25900	mage	RJ	2016-10-09	2018-02-27	47	55	6693.69	121.70	0	2026-05-13 13:24:56.700
1626	83f2b4881141ce3fcd4e985125d3279e	14055	ribeirao preto	SP	2018-01-24	2018-03-18	3	3	60.70	20.23	0	2026-05-13 13:24:56.700
1627	8444e55c1f13cd5c179851e5ca5ebd00	37584	congonhal	MG	2017-03-13	2018-07-05	99	109	22873.21	209.85	0	2026-05-13 13:24:56.700
1628	845e8036c3f7bf62099352f5ed910240	21041	rio de janeiro	RJ	2018-05-25	2018-08-24	21	24	1584.60	66.03	0	2026-05-13 13:24:56.700
1629	8476243f92442881ddd5b578975cf115	93700	campo bom	RS	2018-03-14	2018-08-14	12	12	7838.00	653.17	0	2026-05-13 13:24:56.700
1630	84c945f15571830c1a91a33978e94009	2851	sao paulo	SP	2017-03-20	2017-05-14	2	2	51.98	25.99	0	2026-05-13 13:24:56.700
1631	84deb808079d1be601c209c1e771b1cc	81200	curitiba	PR	2017-09-05	2017-11-27	2	2	34.93	17.46	0	2026-05-13 13:24:56.700
1632	8501d82f68d23148b6d78bb7c4a42037	89031	blumenau	SC	2017-03-11	2017-03-11	1	1	19.70	19.70	0	2026-05-13 13:24:56.700
1633	85044848b1b767db2a4a58526adef4b4	6018	osasco	SP	2018-04-07	2018-07-13	4	4	240.60	60.15	0	2026-05-13 13:24:56.700
1634	850857dfac77488c307e2b1cbd84ab5a	85802	cascavel	PR	2018-06-12	2018-06-12	1	1	1599.00	1599.00	0	2026-05-13 13:24:56.700
1635	850913d59ce317156b00f3705f1c3edb	12942	atibaia	SP	2018-03-07	2018-07-27	32	34	2690.00	79.12	0	2026-05-13 13:24:56.700
1636	850f4f8af5ea87287ac68de36e29107f	4367	sao paulo	SP	2017-04-10	2018-06-27	187	192	45355.36	236.23	0	2026-05-13 13:24:56.700
1637	851773c885feb5e2da3b4f82bc2b17ce	18683	lencois paulista	SP	2018-02-08	2018-08-26	10	10	585.30	58.53	0	2026-05-13 13:24:56.700
1638	855668e0971d4dfd7bef1b6a4133b41b	13257	itatiba	SP	2017-05-02	2018-08-26	312	327	32208.16	98.50	0	2026-05-13 13:24:56.700
1639	8581055ce74af1daba164fdbd55a40de	7112	guarulhos	SP	2017-01-18	2018-04-18	387	435	64925.30	149.25	0	2026-05-13 13:24:56.700
1640	85cc55e048b6bcc90c75afe7f0e72f72	27345	barra mansa	RJ	2018-05-07	2018-07-25	9	9	308.28	34.25	0	2026-05-13 13:24:56.700
1641	85d9eb9ddc5d00ca9336a2219c97bb13	31255	belo horizonte	MG	2016-10-06	2018-08-19	509	522	15415.24	29.53	0	2026-05-13 13:24:56.700
1642	85e7c62c1d6ea078c3897424f867a7c8	88220	itapema	SC	2017-12-27	2018-01-17	2	2	60.00	30.00	0	2026-05-13 13:24:56.700
1643	85ecf03781da592876b7844acc1b729f	3658	sao paulo	SP	2018-07-18	2018-08-04	2	2	251.00	125.50	0	2026-05-13 13:24:56.700
1644	8602a61d680a10a82cceeeda0d99ea3d	1001	sao paulo	SP	2017-08-04	2018-08-02	17	19	826.99	43.53	0	2026-05-13 13:24:56.700
1645	8603f0038fe0e52fedd3382d266723de	88495	garopaba	SC	2017-04-24	2018-01-24	10	10	2355.00	235.50	0	2026-05-13 13:24:56.700
1646	8629a7efec1aab257e58cda559f03ba7	74223	goiania	GO	2018-02-16	2018-02-16	1	1	45.22	45.22	0	2026-05-13 13:24:56.700
1647	8629c241b3622ac12cd4118afdc8d394	14090	ribeirao preto	SP	2018-03-19	2018-07-10	13	13	1167.66	89.82	0	2026-05-13 13:24:56.700
1648	863d2ebcd347ce4922de7a0f9a5581d6	21041	rio de janeiro	RJ	2017-07-04	2018-08-13	18	19	1382.36	72.76	0	2026-05-13 13:24:56.700
1649	8648b1e89e9b349e32d3741b30ec737e	12308	jacarei	SP	2017-09-28	2018-08-26	95	103	7442.55	72.26	0	2026-05-13 13:24:56.700
1650	86649b1632b1c0e6c0bcb2c90a8b75d8	85884	medianeira	PR	2017-08-25	2017-08-25	1	1	59.99	59.99	0	2026-05-13 13:24:56.700
1651	866558b3bccef2dbc6d29a2b5995016f	86706	arapongas	PR	2017-10-22	2018-07-20	5	6	1519.40	253.23	0	2026-05-13 13:24:56.700
1652	86bb7c4b535e49a541baf3266b1c95b1	14401	franca	SP	2016-10-04	2018-02-05	16	16	8162.40	510.15	0	2026-05-13 13:24:56.700
1653	86bf77bdb52e615674772d5817c6212f	94410	viamao	RS	2018-04-24	2018-07-31	4	5	281.80	56.36	0	2026-05-13 13:24:56.700
1654	86ccac0b835037332a596a33b6949ee1	89041	blumenau	SC	2017-03-22	2018-07-30	180	210	16619.93	79.14	0	2026-05-13 13:24:56.700
1655	86ff3eaef0267069cc891a2ed9d10a17	88135	palhoca	SC	2018-04-17	2018-07-08	7	7	409.75	58.54	0	2026-05-13 13:24:56.700
1656	870d0118f7a9d85960f29ad89d5d989a	37708	pocos de caldas	MG	2017-04-08	2018-08-27	45	61	3157.20	51.76	0	2026-05-13 13:24:56.700
1657	87142160b41353c4e5fca2360caf6f92	90230	porto alegre	RS	2017-02-03	2018-08-21	305	339	31095.98	91.73	0	2026-05-13 13:24:56.700
1658	8759e7aedd644f487315e5860962f162	9251	santo andre	SP	2017-11-28	2017-12-27	3	3	627.00	209.00	0	2026-05-13 13:24:56.700
1659	876182d1918783bbe15233febfbd4926	4208	sao paulo	SP	2017-05-15	2018-02-27	3	3	120.27	40.09	0	2026-05-13 13:24:56.700
1660	87b4428a334b8f676fd9a7f3bf544fb5	16480	guaimbe	SP	2018-08-13	2018-08-13	1	1	29.99	29.99	0	2026-05-13 13:24:56.700
1661	87b740daf17b5d1be335a64164ec6842	8615	suzano	SP	2016-10-06	2018-03-15	13	13	14699.87	1130.76	0	2026-05-13 13:24:56.700
1662	87d30a6a0cbf89356e49324971ab1d24	2036	sao paulo	SP	2017-12-21	2018-06-20	17	17	2134.13	125.54	0	2026-05-13 13:24:56.700
1663	87d3c3aeb3ead335511b3ce315eb341e	3059	sao paulo	SP	2018-06-13	2018-08-17	15	15	749.35	49.96	0	2026-05-13 13:24:56.700
1664	87d73636a3acf123e842bb890a4db036	15190	nhandeara	SP	2018-07-25	2018-07-25	1	1	269.90	269.90	0	2026-05-13 13:24:56.700
1665	87e24fc7052259b1f7f607d61c10d8be	5734	sao paulo	SP	2018-05-15	2018-08-14	8	8	7473.49	934.19	0	2026-05-13 13:24:56.700
1666	87f3e35268860433e13d577825aada95	12955	bom jesus dos perdoes	SP	2016-10-05	2017-06-15	3	3	161.70	53.90	0	2026-05-13 13:24:56.700
1667	880ce4951cf857ab1d9e0b75c1d856f4	31255	belo horizont	MG	2018-02-13	2018-02-13	1	1	178.90	178.90	0	2026-05-13 13:24:56.700
1668	880eda903e719a5f179f7e9fceb3a69d	14610	ipua	SP	2018-08-07	2018-08-07	1	1	249.00	249.00	0	2026-05-13 13:24:56.700
1669	883dd81e82754ac2c65e9790a7db8c9a	81070	curitiba	PR	2017-10-23	2018-06-23	5	5	319.50	63.90	0	2026-05-13 13:24:56.700
1670	88460e8ebdecbfecb5f9601833981930	87030	maringa	PR	2017-11-21	2018-08-17	248	302	31546.55	104.46	0	2026-05-13 13:24:56.700
1671	888faa8bfb0b159c37de6d898b961c31	88750	braco do norte	SC	2017-08-07	2018-08-22	19	23	2418.30	105.14	0	2026-05-13 13:24:56.700
1672	889009a0ed0bb52c87819941192931b8	18682	lencois paulista	SP	2017-06-01	2017-06-01	1	1	89.90	89.90	0	2026-05-13 13:24:56.700
1673	88ae906ea2acf6971f26c3e8b7cb4357	1550	sao paulo	SP	2018-04-27	2018-05-11	3	3	246.00	82.00	0	2026-05-13 13:24:56.700
1674	88af55b4a7ca402b27df16f7c7c9b5d2	6775	taboao da serra	SP	2017-03-30	2017-03-30	1	1	130.00	130.00	0	2026-05-13 13:24:56.700
1675	88cd3681e0a2ba85e190f7d817629c4c	88354	brusque	SC	2018-08-15	2018-08-15	1	1	180.00	180.00	0	2026-05-13 13:24:56.700
1676	88cf19ec1fc2c58f161aee259d57142c	13570	sao carlos	SP	2018-05-20	2018-08-20	14	14	1372.97	98.07	0	2026-05-13 13:24:56.700
1677	88ef59b51bdaa941d10a853429f2b6ce	83280	guaratuba	PR	2018-07-04	2018-08-18	2	2	252.90	126.45	0	2026-05-13 13:24:56.700
1678	891071be6ba827b591264c90c2ae8a63	3872	sao paulo	SP	2017-01-24	2018-08-23	92	98	4177.28	42.63	0	2026-05-13 13:24:56.700
1679	8931a84a914b3fe9b1ddaa4d704947ca	8410	sao paulo	SP	2017-03-29	2018-07-19	29	32	4668.30	145.88	0	2026-05-13 13:24:56.700
1680	8936ba0de1073ee888cb3185ae5dc661	3372	sao paulo	SP	2017-04-05	2017-04-05	1	1	389.99	389.99	0	2026-05-13 13:24:56.700
1681	897060da8b9a21f655304d50fd935913	14092	ribeirao preto	SP	2016-10-04	2018-06-14	317	430	23023.92	53.54	0	2026-05-13 13:24:56.700
1682	89757206b887aed36f3e18d858460fea	3121	sao paulo	SP	2018-05-03	2018-05-03	2	2	120.50	60.25	0	2026-05-13 13:24:56.700
1683	89a51f50b8095ea78d5768f34c13a76f	71931	brasilia	DF	2018-04-24	2018-07-31	10	11	677.16	61.56	0	2026-05-13 13:24:56.700
1684	89ad3263c0931c47f976d7c5778e60f6	5127	sao paulo	SP	2018-06-25	2018-07-28	6	6	568.20	94.70	0	2026-05-13 13:24:56.700
1685	89bc797e2e29667aa035d4368f9b7f92	2969	sao paulo	SP	2016-10-05	2017-04-10	17	20	407.30	20.37	0	2026-05-13 13:24:56.700
1686	89c127985a8b130cfa45c1d36764017a	6016	osasco	SP	2017-06-30	2018-02-11	7	7	1419.57	202.80	0	2026-05-13 13:24:56.700
1687	89d9a386b0b6e5fc8403071b03f7206a	3103	sao paulo	SP	2018-02-10	2018-02-12	2	5	167.00	33.40	0	2026-05-13 13:24:56.700
1688	89dda63a3c907c468ec88c310ed91213	9380	maua/sao paulo	SP	2018-04-08	2018-04-11	2	2	734.99	367.50	0	2026-05-13 13:24:56.700
1689	89de2d6f23e9746ff309705b23581faa	86060	londrina	PR	2018-07-17	2018-08-03	8	8	340.00	42.50	0	2026-05-13 13:24:56.700
1690	89f69225956f951295ca4c7fb1266553	27700	vassouras	RJ	2018-05-13	2018-08-14	11	12	1041.30	86.78	0	2026-05-13 13:24:56.700
1691	8a130737016f838139d31878787a39c9	3187	sao paulo	SP	2017-12-07	2018-07-20	56	62	4222.03	68.10	0	2026-05-13 13:24:56.700
1692	8a1ff5c35f6595a73fef4c7b96e4908a	83091	sao  jose dos pinhais	PR	2018-06-09	2018-08-01	2	2	1598.00	799.00	0	2026-05-13 13:24:56.700
1693	8a207b6080964f3c1fc9d35bd6096ba4	15155	jaci	SP	2017-09-20	2017-11-03	2	3	553.70	184.57	0	2026-05-13 13:24:56.700
1694	8a2d12a90e92f012ce5226fc6592b653	81210	curitiba	PR	2017-12-23	2018-08-24	18	18	1594.65	88.59	0	2026-05-13 13:24:56.700
1695	8a32e327fe2c1b3511609d81aaf9f042	2443	sao paulo	SP	2016-10-07	2018-02-23	132	180	6429.01	35.72	0	2026-05-13 13:24:56.700
1696	8a40ae794fa3f9892cee24bd5af0488b	82620	curitiba	PR	2017-06-12	2018-06-19	6	6	739.85	123.31	0	2026-05-13 13:24:56.700
1697	8a43128d7f9a3db592b866e6861a6cce	8080	sao paulo	SP	2018-06-25	2018-08-23	3	4	990.60	247.65	0	2026-05-13 13:24:56.700
1698	8a432f4e5b471f8da497d7dc517666e2	19042	presidente prudente	SP	2018-04-05	2018-08-28	95	106	7555.00	71.27	0	2026-05-13 13:24:56.700
1699	8a87611c08849ffeeccab52aa798b6c7	82940	curitiba	PR	2017-01-26	2017-03-04	13	14	2369.80	169.27	0	2026-05-13 13:24:56.700
1700	8a8835a43bda99fd37310ad76c457510	9540	sao caetano do sul	SP	2018-07-16	2018-08-02	2	3	224.34	74.78	0	2026-05-13 13:24:56.700
1701	8a9260f2b0340411d6d2a56bcf4f7378	32180	contagem	MG	2018-02-17	2018-08-17	8	9	1256.00	139.56	0	2026-05-13 13:24:56.700
1702	8ab42aa58097fd4668d60cc648225d5f	74150	goiania	GO	2017-10-11	2018-08-03	20	26	2616.75	100.64	0	2026-05-13 13:24:56.700
1703	8ae520247981aa06bc94abddf5f46d34	88370	navegantes	SC	2017-11-01	2018-08-20	65	65	16320.99	251.09	0	2026-05-13 13:24:56.700
1704	8b11118053756a9a2932f447e11fc1b5	17350	igaracu do tiete	SP	2016-10-06	2016-10-06	1	1	79.99	79.99	0	2026-05-13 13:24:56.700
1705	8b181ee5518df84f18f4e1a43fe07923	87360	goioere	SP	2018-05-30	2018-05-30	1	1	27.90	27.90	0	2026-05-13 13:24:56.700
1706	8b2492b7ff4468839593fafeed55bad9	24451	sao goncalo	RJ	2017-08-29	2018-07-30	29	45	3660.08	81.34	0	2026-05-13 13:24:56.700
1707	8b28d096634035667e8263d57ba3368c	12243	sao jose dos campos	SP	2017-02-28	2018-07-19	143	155	9375.70	60.49	0	2026-05-13 13:24:56.700
1708	8b2d4ab22f42c5cfc338b846decfda60	83820	fazenda rio grande	PR	2018-03-28	2018-08-20	6	9	458.00	50.89	0	2026-05-13 13:24:56.700
1709	8b321bb669392f5163d04c59e235e066	1212	sao paulo	SP	2017-10-27	2018-08-21	943	1018	17535.69	17.23	0	2026-05-13 13:24:56.700
1710	8b655f0855926bcb49f5835d38dfddf6	6192	osasco	SP	2018-05-13	2018-08-17	5	5	1089.50	217.90	0	2026-05-13 13:24:56.700
1711	8b87cd0d43d49b9bdf40f56229364d59	4111	sao paulo	SP	2017-10-10	2017-12-04	5	5	1552.90	310.58	0	2026-05-13 13:24:56.700
1712	8b8cfc8305aa441e4239358c9f6f2485	86020	londrina	PR	2017-01-29	2018-04-11	15	15	11892.00	792.80	0	2026-05-13 13:24:56.700
1713	8b9d6eec4a7eb7d0f9d579ce0b38324d	26562	mesquita	RJ	2018-05-13	2018-08-20	49	53	4232.54	79.86	0	2026-05-13 13:24:56.700
1714	8bb48dc19fccaa8613b6229bf7f452a2	19803	assis	SP	2017-10-17	2018-07-23	82	95	4190.72	44.11	0	2026-05-13 13:24:56.700
1715	8bd0e3abda539b9479c4b44a691be1ec	98910	tres de maio	RS	2017-05-29	2018-01-06	7	13	596.55	45.89	0	2026-05-13 13:24:56.700
1716	8bd0f31cf0a614c658f6763bd02dea69	1222	sao paulo	SP	2017-01-18	2018-08-16	33	35	4455.34	127.30	0	2026-05-13 13:24:56.700
1717	8bdd8e3fd58bafa48af76b2c5fd71974	1552	sao paulo	SP	2018-01-12	2018-08-05	11	11	2324.82	211.35	0	2026-05-13 13:24:56.700
1718	8c0de775f52fe41590b376a3b7c50f68	13178	sumare	SP	2018-03-15	2018-07-03	9	9	672.70	74.74	0	2026-05-13 13:24:56.700
1719	8c16d1f32a54d92897cc437244442e1b	89023	blumenau	SC	2016-10-05	2018-08-24	108	118	5642.60	47.82	0	2026-05-13 13:24:56.700
1720	8c351ed7c326c62123318f4f3246e906	11701	praia grande	SP	2017-12-27	2018-08-18	2	2	114.90	57.45	0	2026-05-13 13:24:56.700
1721	8c3b533c63cca56240f94f1e3a6b18ef	31050	belo horizonte	MG	2017-02-05	2017-08-06	5	8	3312.16	414.02	0	2026-05-13 13:24:56.700
1722	8c5e007d7bd5693fa1386ffefbc99f6c	13347	indaiatuba	SP	2018-06-05	2018-08-19	9	24	1029.11	42.88	0	2026-05-13 13:24:56.700
1723	8c91bfea4263b8fba54081460693e2a1	98920	horizontina	RS	2017-02-05	2017-02-20	2	2	739.00	369.50	0	2026-05-13 13:24:56.700
1724	8c9348f33ae3dada25c99c99ade2af78	6340	carapicuiba	SP	2018-06-19	2018-07-26	2	2	312.99	156.50	0	2026-05-13 13:24:56.700
1725	8ca1551acf9832a4cf467bbbac15851f	83607	campo largo	PR	2018-02-27	2018-08-15	11	12	2176.40	181.37	0	2026-05-13 13:24:56.700
1726	8ca5b19e0263150d2c57afdde2b3d011	9336	maua	SP	2017-10-26	2017-11-23	3	4	180.60	45.15	0	2026-05-13 13:24:56.700
1727	8cb7c5ddf41f4d506eba76e9a4702a25	75110	anapolis	GO	2018-02-07	2018-04-20	2	2	138.00	69.00	0	2026-05-13 13:24:56.700
1728	8cbac7e12637ed9cffa18c7875207478	89254	jaragua do sul	SC	2017-01-26	2018-08-27	67	82	2990.98	36.48	0	2026-05-13 13:24:56.700
1729	8cc6a0e5738e61a87b03c78b2ba9db4b	37795	andradas	MG	2017-02-02	2017-04-28	24	26	13312.40	512.02	0	2026-05-13 13:24:56.700
1730	8ccf3cf69651cc1d8a02c8bfaf3b8568	13504	rio claro	SP	2017-04-22	2017-05-11	2	2	250.00	125.00	0	2026-05-13 13:24:56.700
1731	8cf21434553b02cbd37c0bbd07e041b0	88102	sao jose	SC	2017-11-24	2018-03-15	2	2	94.98	47.49	0	2026-05-13 13:24:56.700
1732	8d46553a36e68f95350a200c12f8f2e2	13056	campinas	SP	2017-08-19	2018-03-15	13	16	746.60	46.66	0	2026-05-13 13:24:56.700
1733	8d79c8a04e42d722a75097ce5cbcf2ef	61658	caucaia	CE	2017-01-27	2018-03-15	27	28	2777.72	99.20	0	2026-05-13 13:24:56.700
1734	8d899e15a5925f097cca50faa49b15e3	18131	sao roque	SP	2018-05-28	2018-08-17	4	10	645.00	64.50	0	2026-05-13 13:24:56.700
1735	8d92f3ea807b89465643c219455e7369	3052	sao paulo	SP	2017-01-25	2017-02-26	3	8	121.20	15.15	0	2026-05-13 13:24:56.700
1736	8d956fec2e4337affcb520f56fd8cbfd	9780	sao bernardo do campo	SP	2017-10-12	2018-08-26	211	228	11015.19	48.31	0	2026-05-13 13:24:56.700
1737	8daab2245ebdc277c51098d01c5ad8ef	8411	sao paulo	SP	2018-04-04	2018-08-22	16	16	1604.59	100.29	0	2026-05-13 13:24:56.700
1738	8dd386be0767c330276ea6a3f96532d3	88490	paulo lopes	SC	2018-08-10	2018-08-10	1	2	89.98	44.99	0	2026-05-13 13:24:56.700
1739	8de8fe3af4449ed695d2434c933ed73e	1215	sao paulo	SP	2018-08-04	2018-08-04	1	1	2090.00	2090.00	0	2026-05-13 13:24:56.700
1740	8def3db7f272735afb2ecd03aeca09a7	28035	rio de janeiro	RJ	2018-07-30	2018-08-06	2	2	196.00	98.00	0	2026-05-13 13:24:56.700
1741	8dfbc5ff27df12f6cef751d3b9554222	80220	curitiba	PR	2018-05-15	2018-08-15	4	4	226.00	56.50	0	2026-05-13 13:24:56.700
1742	8e29d051f810eb22959ede205b462b9f	15131	mirassol	SP	2018-06-10	2018-06-10	2	2	599.80	299.90	0	2026-05-13 13:24:56.700
1743	8e2b3afb420011ef0c88c9d5f11ea526	13060	campinas	SP	2017-11-13	2018-01-29	11	11	1384.50	125.86	0	2026-05-13 13:24:56.700
1744	8e34331b7eedd03be4e5d965c1956225	4009	sao paulo	SP	2018-01-22	2018-07-05	5	5	145.00	29.00	0	2026-05-13 13:24:56.700
1745	8e4f041ff58e7845456d3482524014b3	90250	porto alegre	RS	2018-02-06	2018-03-03	2	2	133.80	66.90	0	2026-05-13 13:24:56.700
1746	8e670472e453ba34a379331513d6aab1	36087	juiz de fora	MG	2017-09-06	2017-09-06	1	1	975.00	975.00	0	2026-05-13 13:24:56.700
1747	8e6cc767478edae941d9bd9eb778d77a	38442	araguari	MG	2017-01-29	2018-06-19	106	114	6830.58	59.92	0	2026-05-13 13:24:56.700
1748	8e6d7754bc7e0f22c96d255ebda59eba	12233	sao jose dos campos	SP	2017-12-30	2018-08-26	85	130	14497.27	111.52	0	2026-05-13 13:24:56.700
1749	8e8a7ce9f2f970dc00e2acf6f6e199f6	24710	sao goncalo	RJ	2017-11-30	2018-08-21	65	66	9101.00	137.89	0	2026-05-13 13:24:56.700
1750	8ea394aed8138685abe1eb9f25e1021d	18053	sorocaba	SP	2017-12-30	2018-06-07	2	2	1340.00	670.00	0	2026-05-13 13:24:56.700
1751	8eb88b0acb3f90a717ad659221471fa7	89504	cacador	SC	2017-09-19	2018-02-04	2	2	119.80	59.90	0	2026-05-13 13:24:56.700
1752	8ec76bb0965af3f007692b26fa9d6623	88804	criciuma	SC	2017-11-17	2017-11-17	1	1	1999.00	1999.00	0	2026-05-13 13:24:56.700
1753	8ed8ea9a57c862f2c18c2fe41f601d56	89030	blumenau	SC	2018-04-11	2018-06-10	19	19	3831.90	201.68	0	2026-05-13 13:24:56.700
1754	8f0fbe2cd4d472157dc1cdef6edecaa9	2755	sao paulo	SP	2017-07-14	2017-09-11	2	2	71.88	35.94	0	2026-05-13 13:24:56.700
1755	8f119a0aee85c0c8fc534629734e94fd	6440	barueri	SP	2017-01-05	2018-08-10	77	83	3733.68	44.98	0	2026-05-13 13:24:56.700
1756	8f2b51a30523cdecddc2f179f351c7d6	4833	sao paulo	SP	2017-04-13	2017-07-01	7	8	1027.90	128.49	0	2026-05-13 13:24:56.700
1757	8f2ce03f928b567e3d56181ae20ae952	5141	pirituba	SP	2017-04-30	2018-08-24	153	175	21712.90	124.07	0	2026-05-13 13:24:56.700
1758	8f54d64f28a993550aa7943f12572959	35160	ipatinga	MG	2017-11-10	2018-08-15	15	16	2755.50	172.22	0	2026-05-13 13:24:56.700
1759	8f580d36c1e9d6fbce95283403c7d447	14090	ribeirao preto	SP	2017-12-18	2018-08-14	8	8	4813.25	601.66	0	2026-05-13 13:24:56.700
1760	8f78f0903005064036736c7173a5c2ed	36325	tiradentes	MG	2017-04-12	2018-07-29	13	21	2113.70	100.65	0	2026-05-13 13:24:56.700
1761	8fb67a334bacec338885b4e9e1708073	85905	toledo	PR	2018-07-15	2018-07-15	1	1	59.90	59.90	0	2026-05-13 13:24:56.700
1762	8fb791022c1fc8909664f48ab7dc636d	3976	sao paulo	SP	2018-07-05	2018-07-22	5	5	8119.95	1623.99	0	2026-05-13 13:24:56.700
1763	8fbd63429be6d3e5e6d1a709b6464802	9130	santo andre	SP	2018-04-18	2018-06-28	6	8	1061.40	132.68	0	2026-05-13 13:24:56.700
1764	8fbe2ee446b97e128471be4ce983dc0d	18103	sorocaba	SP	2018-06-19	2018-08-01	3	3	148.50	49.50	0	2026-05-13 13:24:56.700
1765	8fd3b4468f6425810648177996c14cbd	15015	sao jose do rio preto	SP	2018-06-13	2018-06-13	1	1	354.90	354.90	0	2026-05-13 13:24:56.700
1766	8fdca8e349553f99bc738833a62c8802	2189	sao paulo	SP	2016-10-06	2017-08-09	22	29	989.34	34.12	0	2026-05-13 13:24:56.700
1767	8fe8786ee000001ab51d030dfd4a7bf1	88490	paulo lopes	SC	2017-11-20	2018-06-22	5	5	2255.00	451.00	0	2026-05-13 13:24:56.700
1768	8fec2e460530482132c436cfb5439925	18500	laranjal paulista	SP	2018-01-29	2018-02-22	3	5	468.46	93.69	0	2026-05-13 13:24:56.700
1769	8ff1a9df749e454105c55cda13e79143	17509	marilia	SP	2017-11-06	2018-06-22	13	14	1400.60	100.04	0	2026-05-13 13:24:56.700
1770	8ff38bc3969e67c36c48343a07090f66	8260	sao paulo	SP	2017-08-01	2017-09-29	2	8	3472.00	434.00	0	2026-05-13 13:24:56.700
1771	8fff28c4263ddec387f28d237fb42773	5594	sao paulo	SP	2017-02-25	2018-08-21	4	6	339.40	56.57	0	2026-05-13 13:24:56.700
1772	900ba814c251a692506d7834c1218441	13328	salto	SP	2017-07-04	2018-08-25	88	88	29099.69	330.68	0	2026-05-13 13:24:56.700
1773	901b460cdce0c64e471230d7f2f9f3a3	90620	porto alegre	RS	2017-10-18	2018-07-15	5	5	1904.00	380.80	0	2026-05-13 13:24:56.700
1774	902c99f1ac505c0d18778b61bcd636f7	13840	mogi guacu	SP	2018-07-18	2018-08-10	4	4	157.96	39.49	0	2026-05-13 13:24:56.700
1775	903037660cf848a717166eb7a06d616e	5734	sao paulo	SP	2017-01-23	2018-08-13	45	60	7991.51	133.19	0	2026-05-13 13:24:56.700
